-37.7889	2.7186	-0.5151	2.0754e+04
-18.0905	1.5427	-0.7402	2.0050e+04
-21.5075	3.2387	-1.4226	6.9296e+04
-10.8543	1.1583	-0.9231	7.7387e+03
-15.4774	1.9045	-1.3804	2.1106e+04
-3.2161	3.0578	-1.4508	5.0302e+04
-13.0653	3.0804	-0.4869	2.3568e+04
-8.4422	3.0126	-0.2759	4.3618e+04
-15.2764	1.2714	-1.4719	6.4724e+04
-22.5126	4.0528	-0.9442	3.6231e+04
-12.8643	4.6407	-0.7965	6.8241e+04
-40	3.5101	-0.7613	4.6784e+04
-7.6382	3.8040	-1.2045	4.5025e+04
-21.1055	4.0302	-1.0357	2.4271e+04
-23.1156	4.4598	-0.8528	3.9045e+04
-35.5779	4.9799	-0.6487	9.8492e+03
-7.2362	2.1985	-0.7824	4.9246e+03
-12.0603	2.7864	-1.3101	5.6281e+03
-18.6935	4.5729	-1.1623	6.6834e+04
-37.3869	4.5276	-1.3593	6.3668e+04
-19.4975	1.6784	-0.4799	0
-31.3568	1.4749	-1.4648	1.4774e+04
-38.1910	4.6181	-0.9302	2.8141e+03
-5.8291	4.5050	-0.8809	3.8693e+04
-34.3719	5.1156	-0.3603	1.4422e+04
-10.2513	4.7085	-0.1141	5.9095e+04
-39.3970	2.0854	-0.1563	6.2613e+04
-7.8392	5.2513	-0.7543	3.7990e+04
-30.3518	4.3241	-0.6276	5.8744e+04
-1.4070	5.4548	-0.5503	1.6533e+04
-37.9899	4.8894	-1.0427	5.1005e+04
-12.6633	2.4020	-1.2608	1.1608e+04
-36.9849	3.9397	-1.1764	5.1709e+04
-31.9598	4.7312	-1.1553	1.8643e+04
-25.7286	3.3970	-1.1342	3.5528e+04
-9.8492	5.1834	-0.1070	6.6482e+04
-36.1809	4.8442	-0.3533	3.8693e+03
-4.6231	3.9623	-0.9020	4.0804e+04
-0.8040	2.6508	-1.2678	5.9799e+03
-34.7739	2.2889	-1.4085	4.2211e+04
-31.7588	3.6005	-0.7683	4.8543e+04
-10.0503	1.5879	-0.1000	3.6583e+04
-6.4322	1.3392	-1.0146	2.2864e+04
-19.6985	5.1382	-0.7050	5.2412e+04
-36.3819	3.8719	-1.3874	6.1910e+04
-35.1759	5.5000	-1.3452	6.0854e+04
-24.3216	3.6683	-0.1633	2.7085e+04
-17.6884	3.7362	-1.3312	1.7940e+04
-4.2211	3.6457	-0.6065	1.3719e+04
-23.5176	1.9497	-1.1905	3.5176e+04
-17.2864	1.5653	-0.9653	6.9648e+04
-11.8593	1.4296	-1.3030	9.4975e+03
-7.4372	4.8668	-0.5010	6.6834e+03
-31.1558	5.3191	-0.4518	4.8191e+04
-0.4020	5.4322	-0.1844	4.6080e+04
-28.5427	3.6231	-1.1271	1.7236e+04
-33.9698	3.5779	-0.6206	3.5879e+04
-16.6834	2.4925	-0.3111	1.2663e+04
-6.8342	2.2211	-1.1834	1.0201e+04
-38.7940	4.2563	-1.0216	1.6181e+04
-20.9045	1.0226	-1.0568	5.6633e+04
-14.8744	1.1357	-1.2327	4.2211e+03
-39.7990	3.3518	-0.5995	2.8844e+04
-17.0854	3.3065	-0.2829	4.4673e+04
-28.3417	2.6055	-0.6839	2.6734e+04
-12.4623	4.7764	-1.2538	3.8342e+04
-9.4472	2.1080	-0.3181	4.5377e+04
-17.8894	5.2739	-1.4578	5.7688e+04
-33.7688	2.3342	-1.2749	2.2161e+04
-29.5477	5.0930	-1.0638	2.8492e+04
-5.4271	5.0025	-0.3040	2.1106e+03
-27.7387	3.8266	-1.1060	3.7638e+04
-24.1206	5.2965	-1.3663	4.2563e+04
-11.0553	3.6910	-1.1412	6.1558e+04
-30.7538	2.3116	-1.3523	4.0452e+04
-23.9196	5.4095	-0.9864	1.5477e+04
-16.2814	4.1432	-1.0075	3.2714e+04
-28.7437	3.4648	-0.1704	5.0653e+04
-38.9950	4.7538	-0.1985	6.2965e+04
-20.1005	4.2337	-0.7754	3.0251e+04
-36.5829	1.8367	-1.1693	4.1859e+04
-34.9749	1.7010	-0.7894	2.9899e+04
-26.3317	3.1256	-1.2186	6.5427e+04
-25.3266	1.2940	-0.3744	5.5930e+04
-25.9296	3.9171	-0.1211	6.8945e+04
-14.4724	4.0754	-0.5291	6.7538e+04
-4.0201	3.9849	-0.7121	2.2513e+04
-29.3467	4.3693	-1.0920	1.3015e+04
-26.5327	5.3869	-1.3945	1.6884e+04
-19.2965	4.4372	-0.8668	8.7940e+03
-26.7337	4.4824	-0.5221	4.4322e+04
-37.1859	3.3291	-1.2116	3.6935e+04
-2.4121	3.5553	-0.7261	1.4070e+03
-24.9246	4.6859	-1.1975	1.1960e+04
-21.7085	2.7412	-1.3382	3.0603e+04
-6.6332	4.1206	-0.6910	1.0553e+04
-1.6080	2.9673	-0.6628	1.5829e+04
-26.1307	1.4523	-0.2266	5.4874e+04
-30.9548	3.2161	-0.9583	2.6030e+04
-32.9648	4.3467	-1.0286	2.0402e+04
-7.0352	2.1533	-0.5714	4.9598e+04
-9.0452	3.2839	-0.6417	4.3970e+04
-13.8693	5.0477	-1.3734	1.5126e+04
-38.3920	3.5327	-0.9372	5.4171e+04
-33.3668	2.3794	-0.9090	5.9447e+04
-18.2915	3.7588	-0.2618	3.9397e+04
-15.0754	1.8141	-0.4025	5.8040e+04
-37.5879	2.9447	-0.8739	6.8593e+04
-2.8141	3.1709	-0.3884	3.3065e+04
-13.2663	2.0176	-1.0779	2.5678e+04
-20.7035	2.0628	-0.7332	6.1206e+04
-13.4673	1.1131	-0.2055	5.3116e+04
-10.6533	2.1307	-0.5080	5.6985e+04
-35.9799	2.5151	-0.8879	4.7487e+04
-25.5276	2.4246	-1.0709	2.4623e+03
-14.0704	2.5829	-1.4789	1.0553e+03
-14.6734	5.2060	-1.2256	1.4070e+04
-13.6683	3.3744	-0.3814	4.5729e+03
-5.0251	4.7990	-0.8106	4.0101e+04
-3.4171	4.6633	-0.4307	2.8141e+04
-19.8995	2.2663	-0.8246	3.9749e+04
-1.0050	1.7462	-1.4015	7.0352e+03
-11.2563	3.0352	-1.4296	1.9347e+04
-23.7186	2.3568	-0.5925	3.7286e+04
-16.0804	1.0905	-0.6136	5.4523e+04
-9.2462	4.1884	-0.2477	2.9548e+04
-28.9447	2.8090	-0.4588	8.4422e+03
-15.8794	1.2035	-0.2337	2.7437e+04
-12.2613	2.6734	-0.4940	3.2362e+04
-34.5729	1.4975	-1.2960	6.7889e+04
-10.4523	1.4070	-0.5362	4.1508e+04
-6.2312	4.1658	-0.3251	4.7839e+04
-22.1106	1.2261	-0.1422	1.2312e+04
-30.5528	4.3920	-1.2819	2.4623e+04
-27.5377	1.7236	-0.3462	3.1658e+04
-11.6583	3.8945	-0.9161	4.3266e+04
-22.9146	3.1935	-1.3171	2.5327e+04
-0.2010	3.1482	-1.0005	4.1156e+04
-25.1256	5.3643	-0.3673	6.5779e+04
-19.0955	5.4774	-0.5432	1.3367e+04
-1.2060	2.2437	-0.5784	5.3819e+04
-33.1658	4.2789	-0.4166	5.9799e+04
-23.3166	4.0075	-1.2889	5.7337e+04
-6.0302	2.9221	-0.9794	3.4121e+04
-11.4573	2.8769	-0.4729	5.2764e+04
-39.5980	1.0678	-1.4156	2.3920e+04
-8.8442	1.1809	-1.1482	2.1809e+04
-32.5628	1.6332	-1.0990	6.3317e+04
-28.1407	5.0704	-0.2970	6.0503e+04
-22.7136	4.9347	-0.6347	351.7588
-16.4824	4.5503	-0.4095	3.4824e+04
-35.7789	2.8543	-0.9935	5.6281e+04
-22.3116	2.7638	-0.2688	5.2060e+04
-15.6784	2.8317	-1.4367	4.2915e+04
-4.8241	1	-0.2548	9.1457e+03
-3.6181	2.6281	-0.2126	8.0905e+03
-20.3015	1.3618	-0.8950	1.7588e+04
-33.5678	5.1608	-0.5854	4.7136e+04
-29.9497	4.9121	-1.5000	3.3417e+04
-8.2412	2.8995	-0.8317	2.1457e+04
-5.2261	4.2111	-0.1915	2.7789e+04
-39.1960	3.8492	-0.3322	6.4020e+04
-35.3769	2.5377	-0.6980	2.9196e+04
-3.8191	1.6558	-1.2467	6.6131e+04
-30.1508	1.3166	-1.4930	3.5176e+03
-14.2714	3.1030	-0.4658	3.4472e+04
-8.0402	1.7688	-0.4447	5.1357e+04
-3.0151	2.5603	-0.4236	1.8291e+04
-27.3367	4.0980	-0.3392	5.8392e+04
-2.0101	1.6106	-0.5573	1.8995e+04
-38.5930	1.0452	-1.0497	5.3467e+04
-9.6482	2.1759	-0.9724	1.1256e+04
-32.1608	1.2487	-0.8457	3.2010e+04
-0.6030	4.4146	-1.4437	7.3869e+03
-29.7487	1.7915	-1.4859	1.0905e+04
-5.6281	1.3844	-1.2397	5.5578e+04
-34.1709	1.9950	-0.7191	3.1307e+04
-1.8090	1.8819	-0.6698	6.7186e+04
-8.6432	5.0251	-0.1352	5.5226e+04
-20.5025	4.8216	-1.1201	70000
-2.6131	1.9724	-0.2407	6.3317e+03
-21.3065	1.9271	-0.4377	3.1658e+03
-27.9397	3.7136	-0.2899	6.4372e+04
-32.7638	4.3015	-0.8176	6.5075e+04
